store_number,store_url,name,street,city,state,postal_code,country,phone,facility_type,latitude,longitude,hours,complete_address
3811,https://www.nike.com/retail/s/耐克佛山魁奇店换季优惠店,NIKE佛山魁奇换季优惠店,南海区桂城街道蔬港路28号佛罗伦萨小镇一层A1-A7铺  ,佛山,广东省,528251,CN,+86 757-63505358,NIKE_OWNED_STORE,23.005716,113.229932,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",南海区桂城街道蔬港路28号佛罗伦萨小镇一层A1-A7铺   佛山 广东省 528251
5046463,https://www.nike.com/retail/s/nike-mgf-mall-jaipur,Nike MGF Mall Jaipur,"FF-15, MGF Mall, 22 Godam Circle,  ",Jaipur,Rajasthan,302001,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.9026508,75.7936033,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","FF-15, MGF Mall, 22 Godam Circle,   Jaipur Rajasthan 302001"
83873,https://www.nike.com/retail/s/nike-enter6-gangbyeon,나이키 엔터식스 강변,광나루로56길 85 엔터식스몰 1층  ,광진구,서울특별시,05116,KR,+82 2 3424 1741,FRANCHISEE_PARTNER_STORE,37.535677,127.095847,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",광나루로56길 85 엔터식스몰 1층   광진구 서울특별시 05116
438741,https://www.nike.com/retail/s/耐克南京德基广场体验店,耐克南京德基广场体验店,玄武区中山路18号德基广场一期  ,南京市,江苏,210000,CN,+025-83433879,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,32.043146,118.785065,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",玄武区中山路18号德基广场一期   南京市 江苏 210000
526,https://www.nike.com/retail/s/nike-factory-store-castleford,Nike Factory Store Castleford,Junction 32 Shopping Centre Carrwood Road ,Castleford,,WF10 4PS,GB,+44 1977 517605,NIKE_OWNED_STORE,53.711311,-1.339238,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 06:00, sunday:11:00 - 05:00",Junction 32 Shopping Centre Carrwood Road  Castleford  WF10 4PS
2609,https://www.nike.com/retail/s/nike-vienna,Nike Store Vienna (Partnered),Mariahilferstrasse 71  ,Vienna,,01060,AT,+43 15 81 32 24,FRANCHISEE_PARTNER_STORE,48.198671,16.351063,"monday:11:00 - 07:00, tuesday:11:00 - 07:00, wednesday:11:00 - 07:00, thursday:11:00 - 07:00, friday:11:00 - 07:00, saturday:11:00 - 06:00, sunday:Closed",Mariahilferstrasse 71   Vienna  01060
UAE019,https://www.nike.com/retail/s/nike-mall-of-the-emirates,Nike Mall of the Emirates,Sheikh Zayed Rd. E11 Sheikh Zayed Rd. ,Dubai,,,AE,97143410833,FRANCHISEE_PARTNER_STORE,25.269519,55.308829,"monday:10:00 - 11:00, tuesday:10:00 - 11:00, wednesday:10:00 - 11:00, thursday:10:00 - 11:00, friday:10:00 - 11:00, saturday:10:00 - 12:00, sunday:10:00 - 12:00",Sheikh Zayed Rd. E11 Sheikh Zayed Rd.  Dubai  
3040,https://www.nike.com/retail/s/nike-factory-store-sanda,ナイキファクトリーストア 三田 - Nike Factory Store Sanda,北区上津台7-3 神戸三田プレミアムアウトレット910区画 ,神戸市,兵庫県,651-1515,JP,+81 78 983 3908,NIKE_OWNED_STORE,34.860429,135.191166,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 07:00",北区上津台7-3 神戸三田プレミアムアウトレット910区画  神戸市 兵庫県 651-1515
70311,https://www.nike.com/retail/s/nike-shinsaegae-gimhae,나이키 신세계 김해,김해대로 2232 신세계백화점 1층  ,김해시,경상남도,50938,KR,055-272-1134,FRANCHISEE_PARTNER_STORE,35.22854,128.87233,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",김해대로 2232 신세계백화점 1층   김해시 경상남도 50938
6584,https://www.nike.com/retail/s/nike-st-lukes,Nike St Lukes,Westfield St Lukes 80 St Lukes Rd. Shop 804,Auckland,,1025,NZ,+64 9 558 3630,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-36.8824770735676,174.73324661766915,"monday:09:00 - 06:00, tuesday:09:00 - 06:00, wednesday:09:00 - 06:00, thursday:09:00 - 09:00, friday:09:00 - 09:00, saturday:09:00 - 06:00, sunday:10:00 - 05:00",Westfield St Lukes 80 St Lukes Rd. Shop 804 Auckland  1025
110,https://www.nike.com/retail/s/nike-factory-store-ontario,Nike Factory Store - Ontario,Ontario Mills 4557 Mills Circle ,Ontario,CA,91764,US,+1 (909) 980-2448,NIKE_OWNED_STORE,34.074062,-117.55177,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 08:00",Ontario Mills 4557 Mills Circle  Ontario CA 91764
103965,https://www.nike.com/retail/s/耐克济南玉函银座体验店,耐克济南玉函银座体验店,山东省济南市历下区经十路19288号玉函银座地下一层NIKE 旗舰店  ,济南,山东,250001,CN,+0531-67718433,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,36.646973,117.014884,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:30 - 09:30, saturday:09:30 - 09:30, sunday:09:30 - 09:30",山东省济南市历下区经十路19288号玉函银座地下一层NIKE 旗舰店   济南 山东 250001
3307,https://www.nike.com/retail/s/nike-台北品牌體驗店,NIKE 台北品牌體驗店,信義區松壽路32號1-3F  ,台北市,台湾,11051,TW,+886 2-87860019,NIKE_OWNED_STORE,25.0356008,121.5679946,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00",信義區松壽路32號1-3F   台北市 台湾 11051
2727,https://www.nike.com/retail/s/nike-store-tlv-port,Nike Store TLV Port,TEL AVIV PORT HANGAR 18 ,TEL AVIV,,0,IL,03-5295392,FRANCHISEE_PARTNER_STORE,32.099495,34.775031,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:09:30 - 08:30, saturday:10:00 - 10:00, sunday:10:00 - 09:00",TEL AVIV PORT HANGAR 18  TEL AVIV  0
4685,https://www.nike.com/retail/s/nike-civil-lines,Nike Civil Lines,"Shop No- 11, 13 & 15, S. P. Marg, Civil Lines  ",Allahabad,Uttar Pradesh,211003,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,25.4554746,81.8332522,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Shop No- 11, 13 & 15, S. P. Marg, Civil Lines   Allahabad Uttar Pradesh 211003"
77976,https://www.nike.com/retail/s/jordan-hongdae,조던 홍대,양화로 161 1층  ,마포구,서울특별시,03995,KR,02-336-2094,FRANCHISEE_PARTNER_STORE,37.55691,126.9233,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00",양화로 161 1층   마포구 서울특별시 03995
9186,https://www.nike.com/retail/s/nike-ranchi-2,Nike Ranchi 2,"Club Complex, Shop No - 15  ",Ranchi,Jharkhand,834001,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,23.3806209,85.3354462,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Club Complex, Shop No - 15   Ranchi Jharkhand 834001"
72,https://www.nike.com/retail/s/nike-factory-store-vacaville,Nike Factory Store - Vacaville,Vacaville Premium Outlets 262 Nut Tree Rd. ,Vacaville,CA,95687,US,+1 (707) 455-7014,NIKE_OWNED_STORE,38.369113,-121.954543,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 07:00",Vacaville Premium Outlets 262 Nut Tree Rd.  Vacaville CA 95687
94986,https://www.nike.com/retail/s/nike-uiwang,나이키 롯데 의왕,바라산로 1 롯데프리미엄아울렛 타임빌라스 1F  ,의왕시,경기도,16016,KR,+82 31 329 0631,FRANCHISEE_PARTNER_STORE,37.3743244,127.0100677,"monday:10:30 - 08:30, tuesday:10:30 - 08:30, wednesday:10:30 - 08:30, thursday:10:30 - 08:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",바라산로 1 롯데프리미엄아울렛 타임빌라스 1F   의왕시 경기도 16016
88985,https://www.nike.com/retail/s/nike-lottemall-suji,나이키 롯데 수지,수지구 성복2로 38 롯데몰 수지점 2층  ,용인시,경기도,16847,KR,+82 31 5174 4200,FRANCHISEE_PARTNER_STORE,37.313167,127.081183,"monday:10:30 - 09:30, tuesday:10:30 - 09:30, wednesday:10:30 - 09:30, thursday:10:30 - 09:30, friday:10:30 - 09:30, saturday:10:30 - 09:30, sunday:10:30 - 09:30",수지구 성복2로 38 롯데몰 수지점 2층   용인시 경기도 16847
5088972,https://www.nike.com/retail/s/nike-podium,Nike Podium,"2/F The Podium, 12 ADB Ave., Ortigas Center ",Mandaluyong City,,1550,PH,(02) 2816105,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,14.58604,121.05948,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","2/F The Podium, 12 ADB Ave., Ortigas Center  Mandaluyong City  1550"
4740,https://www.nike.com/retail/s/nike-cp,Nike Counnaught Place,"B - 20 Counnaught Place, New Delhi  ",Delhi,Delhi,110001,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,28.6340110004603,77.2188224317203,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","B - 20 Counnaught Place, New Delhi   Delhi Delhi 110001"
87395,https://www.nike.com/retail/s/nike-lotte-gwangju-suwan,나이키 롯데 광주 수완,장신로 98 롯데아울렛 광주수완점 A블럭 1층  ,광산구,광주광역시,62225,KR,+82 62 616 2101,FRANCHISEE_PARTNER_STORE,35.19048722,126.8209886,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00",장신로 98 롯데아울렛 광주수완점 A블럭 1층   광산구 광주광역시 62225
3997,https://www.nike.com/retail/s/耐克成都郫花换季优惠店,NIKE成都郫花换季优惠店,郫县友爱镇平安路6号 佛罗伦萨小镇A06 A07 A08 A09 A10 A11单元 ,成都,四川省,611730,CN,+86 28-85101577,NIKE_OWNED_STORE,30.809831,103.839348,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",郫县友爱镇平安路6号 佛罗伦萨小镇A06 A07 A08 A09 A10 A11单元  成都 四川省 611730
3860,https://www.nike.com/retail/s/耐克三亚亚龙湾换季优惠店,NIKE三亚亚龙湾换季优惠店,海南省三亚市吉阳区亚龙湾龙溪路6号亚龙湾壹号小镇E1001  ,三亚,海南省,572000,CN,+86 898-38211202,NIKE_OWNED_STORE,18.242278,109.623763,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",海南省三亚市吉阳区亚龙湾龙溪路6号亚龙湾壹号小镇E1001   三亚 海南省 572000
3972,https://www.nike.com/retail/s/nike-ambience-mall-gurgaon,Nike Ambience Mall Gurgaon,"Shop No. F - 139 1st Floor Ambiance Mall, Irshad NH-8 ",Gurgaon,Haryana,122002,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,28.5031342,77.0970498,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00","Shop No. F - 139 1st Floor Ambiance Mall, Irshad NH-8  Gurgaon Haryana 122002"
25542,https://www.nike.com/retail/s/nike-hd-mokdong,나이키 현대 목동,목동동로 257 현대백화점유플렉스목동점 B3  ,양천구,서울특별시,07998,KR,+82 2 2163 3556,FRANCHISEE_PARTNER_STORE,37.52656997,126.8752572,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",목동동로 257 현대백화점유플렉스목동점 B3   양천구 서울특별시 07998
3871,https://www.nike.com/retail/s/耐克长春九台换季优惠店,NIKE长春九台换季优惠店,宽城区九台北路1861号一层D单元D01-D02铺位  ,长春,吉林省,130052,CN,+86 431-82968011,NIKE_OWNED_STORE,43.947187,125.327008,"monday:09:30 - 08:30, tuesday:09:30 - 08:30, wednesday:09:30 - 08:30, thursday:09:30 - 08:30, friday:09:30 - 09:30, saturday:09:30 - 09:30, sunday:09:30 - 09:30",宽城区九台北路1861号一层D单元D01-D02铺位   长春 吉林省 130052
132,https://www.nike.com/retail/s/nike-factory-store-allen,Nike Factory Store - Allen,Allen Premium Outlets 820 W Stacy Rd. Suite 356 ,Allen,TX,75013,US,+1 (972) 678-4580,NIKE_OWNED_STORE,33.131329,-96.659853,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:12:00 - 06:00",Allen Premium Outlets 820 W Stacy Rd. Suite 356  Allen TX 75013
59,https://www.nike.com/retail/s/nike-factory-store-woodbury,Nike Factory Store - Woodbury,Woodbury Common Premium Outlets 600 Race Track Lane ,Central Valley,NY,10917,US,+1 (845) 928-8838,NIKE_OWNED_STORE,41.313621,-74.125649,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 08:00",Woodbury Common Premium Outlets 600 Race Track Lane  Central Valley NY 10917
6614,https://www.nike.com/retail/s/nike-factory-store-leon,Nike Factory Store - Leon,Centro Factory Outlet Del Bajio Blvd. Aeropuerto 841 Predio Santa Anita,León,Guanajuato,37295,MX,+52 477 761 1431,NIKE_OWNED_STORE,21.087468,-101.616094,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 08:00",Centro Factory Outlet Del Bajio Blvd. Aeropuerto 841 Predio Santa Anita León Guanajuato 37295
342,https://www.nike.com/retail/s/nike-factory-store-west-jordan,Nike Factory Store - West Jordan,Jordan Landing 3736 W Center Park Dr. Suite 120 ,West Jordan,UT,84084,US,+1 (801) 282-1269,NIKE_OWNED_STORE,40.622379,-111.979776,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 06:00",Jordan Landing 3736 W Center Park Dr. Suite 120  West Jordan UT 84084
356,https://www.nike.com/retail/s/nike-factory-store-livermore,Nike Factory Store - Livermore,Livermore Valley Premium Outlets 3202 Livermore Outlets Dr. ,Livermore,CA,94551,US,+1 (925) 454-1272,NIKE_OWNED_STORE,37.698661,-121.843267,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 07:00",Livermore Valley Premium Outlets 3202 Livermore Outlets Dr.  Livermore CA 94551
4032,https://www.nike.com/retail/s/耐克南宁昆仑换季优惠店,NIKE南宁昆仑换季优惠店,南宁市兴宁区昆仑大道406号首创奥特莱斯F1和F2层 铺位编号F1-C05/C06/C07和F2-C06/C07/C08/C09 ,南宁,广西壮族自治区,530012,CN,+1,NIKE_OWNED_STORE,22.52225,108.24489,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",南宁市兴宁区昆仑大道406号首创奥特莱斯F1和F2层 铺位编号F1-C05/C06/C07和F2-C06/C07/C08/C09  南宁 广西壮族自治区 530012
85935,https://www.nike.com/retail/s/nike-daegu-horim,나이키 호림 대구,달서대로 449  ,달서구,대구광역시,42714,KR,+82 53 591 1218,FRANCHISEE_PARTNER_STORE,35.83955821,128.4914916,"monday:10:30 - 09:30, tuesday:10:30 - 09:30, wednesday:10:30 - 09:30, thursday:10:30 - 09:30, friday:10:30 - 09:30, saturday:10:30 - 09:30, sunday:10:30 - 09:30",달서대로 449   달서구 대구광역시 42714
791,https://www.nike.com/retail/s/holon-nike-factory-store,Holon Nike Factory Store,38 Merkava  ,Holon,,5885936,IL,00 97 2035 625688,NIKE_OWNED_STORE,32.00704,34.80705,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:09:00 - 02:00, saturday:10:00 - 10:00, sunday:10:00 - 09:00",38 Merkava   Holon  5885936
KSA001,https://www.nike.com/retail/s/nike-store-faisaliah-mall,Nike Store FAISALIAH MALL,FAISALIAH TOWER  ,RIYADH,,12212,SA,966112736001,FRANCHISEE_PARTNER_STORE,24.689545,46.686215,"monday:09:30 - 10:30, tuesday:09:30 - 10:30, wednesday:09:30 - 10:30, thursday:09:30 - 10:30, friday:09:30 - 10:30, saturday:09:30 - 10:30, sunday:09:30 - 10:30",FAISALIAH TOWER   RIYADH  12212
45143,https://www.nike.com/retail/s/nike-hd-daegu-uplex,나이키 현대 대구,달구벌대로 2077 현대백화점대구점 6F  ,중구,대구광역시,41936,KR,+82 53 245 3411,FRANCHISEE_PARTNER_STORE,35.86631738,128.5907434,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",달구벌대로 2077 현대백화점대구점 6F   중구 대구광역시 41936
MOR001,https://www.nike.com/retail/s/nike-morocco-mall,Nike Morocco Mall,Angle Boulevard Sidi Abderrahmane Boulevard de Biarritz ,Casablanca,,20060,MA,+212 5227-97144,FRANCHISEE_PARTNER_STORE,33.57715,-7.70516,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 09:00",Angle Boulevard Sidi Abderrahmane Boulevard de Biarritz  Casablanca  20060
294,https://www.nike.com/retail/s/nike-unite-desert-ridge,Nike Unite - Desert Ridge,"21001 N Tatum Blvd, Suite #38-1330  ",Phoenix,AZ,85050,US,1-480-282-4363,NIKE_OWNED_STORE,33.67635376280258,-111.97359517985805,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 06:00","21001 N Tatum Blvd, Suite #38-1330   Phoenix AZ 85050"
2342,https://www.nike.com/retail/s/barcin-moi,BARCIN - MOI,BARCIN - MOI ZIYA GOKALP IKITELLI OSB BASAKSEHIR SULEYMAN DEMIREL BLV. NO:7 ,ISTANBUL,ISTANBUL,34490,TR,+1-800-344-6453,FRANCHISEE_PARTNER_STORE,41.07358780000001,28.8072399,"monday:Closed, tuesday:Closed, wednesday:Closed, thursday:Closed, friday:Closed, saturday:Closed, sunday:Closed",BARCIN - MOI ZIYA GOKALP IKITELLI OSB BASAKSEHIR SULEYMAN DEMIREL BLV. NO:7  ISTANBUL ISTANBUL 34490
266807,https://www.nike.com/retail/s/耐克潍坊泰华三期体验店,耐克潍坊泰华三期体验店,山东省潍坊市奎文区东风东街360号3楼  ,潍坊,山东,261031,CN,+86 0536-8065883,FRANCHISEE_PARTNER_STORE,36.71063,119.11214,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:30 - 10:30, saturday:09:30 - 10:30, sunday:09:30 - 09:30",山东省潍坊市奎文区东风东街360号3楼   潍坊 山东 261031
822,https://www.nike.com/retail/s/norwich-riverside-nike-factory-store,Norwich Riverside Nike Factory Store,Norwich Riverside Retail Park Albion Way ,Norwich,,NR1 1WR,GB,+44 1603 665555,NIKE_OWNED_STORE,52.622978,1.307513,"monday:09:30 - 06:30, tuesday:09:30 - 06:30, wednesday:09:30 - 06:30, thursday:09:30 - 06:30, friday:09:30 - 06:30, saturday:09:30 - 06:30, sunday:10:30 - 04:30",Norwich Riverside Retail Park Albion Way  Norwich  NR1 1WR
477539,https://www.nike.com/retail/s/yorkdale-shopping-centre,YORKDALE SHOPPING CENTRE,3401 DUFFERIN ST UNIT - 244 ,TORONTO,Ontario,M6A 2T9,CA,+1647-351-8485,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,43.7254321,-79.452107,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:09:30 - 08:30, sunday:11:00 - 07:00",3401 DUFFERIN ST UNIT - 244  TORONTO Ontario M6A 2T9
669,https://www.nike.com/retail/s/gran-canaria-nike-factory-store,Nike Factory Store Gran Canaria,Cc.Las Terrazas GC-1 Autovia ,Telde,,35220,ES,+34 9282 85620,NIKE_OWNED_STORE,28.029077,-15.393242,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:Closed",Cc.Las Terrazas GC-1 Autovia  Telde  35220
270805,https://www.nike.com/retail/s/jordan-8-century-avenue,JORDAN 8 CENTURY AVENUE,上海市浦东新区世纪大道8号LG1033&35  ,上海,上海,200122,CN,021-56294905,FRANCHISEE_PARTNER_STORE,31.236314,121.502331,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",上海市浦东新区世纪大道8号LG1033&35   上海 上海 200122
